x0,x1,x2,label
1.0,-6.081546041166379,-0.7143393395680839,1.0
1.0,-4.226434294286552,1.9096232359326422,1.0
1.0,-5.27974834173676,0.2735744599088708,1.0
1.0,-4.2032111742626475,-1.045383736550795,1.0
1.0,-5.089084643420487,-1.1191560694717408,1.0
1.0,-5.845730211626989,0.6424673753224647,1.0
1.0,-3.27739484374937,-1.3102701918260775,1.0
1.0,-5.80181519686408,-1.1127221301665444,1.0
1.0,-4.2113859512919545,1.727717654412729,1.0
1.0,-5.1949796725576975,1.1395576307300188,1.0
1.0,-4.549069573762749,0.40537651836789645,1.0
1.0,-4.291898926254547,-0.17856240085106098,1.0
1.0,-5.114848802808673,-0.7045602083480772,1.0
1.0,-2.827460194659974,0.36968195901440365,1.0
1.0,-4.605268770317712,0.25345613405096096,1.0
1.0,-5.569564595918886,-0.4114492513250396,1.0
1.0,-4.96151146147675,0.7831203620703251,1.0
1.0,-5.504658847450879,-1.9194693195365504,1.0
1.0,-3.7229355607092165,1.3296169064125722,1.0
1.0,-4.999295893312366,-0.6163304681415757,1.0
1.0,-3.732148906385163,-0.4129527211057308,1.0
1.0,-4.867980168088568,-0.23260482112927486,1.0
1.0,-4.161246249583817,0.3441456561169139,1.0
1.0,-5.807587734920794,-0.8680851243555163,1.0
1.0,-2.5504230958007805,1.4478400929786568,1.0
1.0,-4.358925943324292,-0.6627631069852545,1.0
1.0,-4.52782765921006,-0.6658990517386684,1.0
1.0,-5.434467672254196,1.0484173231387712,1.0
1.0,-5.8194297853387305,-0.635613039982276,1.0
1.0,-5.3322895778092985,0.07277404800052047,1.0
1.0,-4.841440160473612,-0.7736084572858689,1.0
1.0,-6.422013644801635,-1.4866472041978138,1.0
1.0,-5.667505711545584,1.0800351856241708,1.0
1.0,-4.199036732677879,-2.1133459939867145,1.0
1.0,-6.232173004062864,-0.37212695911350324,1.0
1.0,-5.441153117266721,-0.5695856713049806,1.0
1.0,-6.3391485690042435,1.3422747589310149,1.0
1.0,-2.9787366475454835,0.23474230160350482,1.0
1.0,-4.343682849262944,-0.6423035937603025,1.0
1.0,-6.2666631895829745,0.889630226036562,1.0
1.0,-4.002421213377787,-0.08926025112874117,1.0
1.0,-4.45318421972377,-0.7086630421197926,1.0
1.0,-5.625548670255787,0.14417230817217264,1.0
1.0,-5.325724669599458,0.5438759482326478,1.0
1.0,-5.925772469436204,-1.134431989124802,1.0
1.0,-6.045386195171914,-1.0667080188383964,1.0
1.0,-6.604704242981816,-0.5526117170597478,1.0
1.0,-6.570318416889105,0.702701905003424,1.0
1.0,-6.46615247877096,-0.8267925875222769,1.0
