x0,x1,x2,label
1.0,-6.688121464518492,0.4812251561654718,1.0
1.0,-6.043220041613431,-0.03894055667925589,1.0
1.0,-5.382439815090478,0.339432477065369,1.0
1.0,-4.418803364305362,-0.1074674138591647,1.0
1.0,-5.501179800085761,-1.4293578721626758,1.0
1.0,-4.3094326152412314,-1.733350647386792,1.0
1.0,-6.356114480130132,-0.3527689500888406,1.0
1.0,-5.489725421623137,0.7807739295247876,1.0
1.0,-4.267311905316123,0.5958395248422437,1.0
1.0,-5.865049595319997,-0.36423254932575533,1.0
1.0,-5.3464585088871,-0.8964408614526977,1.0
1.0,-5.4727055223569225,0.9800416329083318,1.0
1.0,-6.918826166331136,-0.37134846315392367,1.0
1.0,-6.163876151088667,0.4562685676993359,1.0
1.0,-4.415451962262504,-0.6274152145833233,1.0
1.0,-5.84015067778296,1.8126840728404867,1.0
1.0,-5.217995677742089,-1.3940390641103462,1.0
1.0,-7.656134607003321,0.8564337334056623,1.0
1.0,-4.907317696153707,0.505845574068312,1.0
1.0,-5.049895218640521,0.8935721935016883,1.0
1.0,-3.608236720583887,0.7146351302144047,1.0
1.0,-5.238674314401904,0.6986105759253359,1.0
1.0,-7.394846727371045,0.051167024991048,1.0
1.0,-6.24625753733686,-0.5508923196824665,1.0
1.0,-5.864887014552469,-0.44345337307368987,1.0
1.0,-5.685929620038296,0.8239182987946582,1.0
1.0,-6.02205530237649,1.158891803808755,1.0
1.0,-4.73453150876584,0.4221476061591048,1.0
1.0,-5.419006394661001,0.5400809063246855,1.0
1.0,-3.7155177280677685,-0.5042015963679728,1.0
1.0,-4.4995492118379,0.432207664124839,1.0
1.0,-5.382026062017566,-0.09605710011589404,1.0
1.0,-3.652592121941219,0.09789532465439671,1.0
1.0,-5.616966088864708,0.6798388948433792,1.0
1.0,-5.335865960147134,-0.2924377417050215,1.0
1.0,-4.800486783209563,2.2373091802371987,1.0
1.0,-3.1157197089048374,0.7525971557950101,1.0
1.0,-6.072782404196611,-0.1292823535968565,1.0
1.0,-3.7899122095686186,0.28597970438495207,1.0
1.0,-4.858517418911939,-0.4854979716364927,1.0
1.0,-4.4099711063403255,0.6859615777407347,1.0
1.0,-4.183778424010253,-0.9149883013610026,1.0
1.0,-6.1538236122709105,0.6762747041626526,1.0
1.0,-5.565148863183553,0.08016192523710614,1.0
1.0,-4.854943315178635,0.17473692462459336,1.0
1.0,-6.4466159840602115,1.50892570887219,1.0
1.0,-5.651410156009441,-0.026222657874055862,1.0
1.0,-4.870856740091791,0.5670251418820565,1.0
1.0,-5.542686729039622,-0.8521362153326915,1.0
1.0,-4.7308073165269,-0.6066577226280886,1.0
1.0,-4.8601769121537535,0.8189110272028226,1.0
1.0,-5.766658410989377,0.37174281919595226,1.0
1.0,-5.221026395783522,-0.5670908995874613,1.0
1.0,-6.7664019382491505,-0.4492684534496984,1.0
1.0,-2.3640546105810083,1.1650437833524816,1.0
1.0,-5.3665266917071355,-0.15211222894106843,1.0
1.0,-4.023196070398872,-0.658865262800488,1.0
1.0,-5.460427166960109,-1.5403863572642014,1.0
1.0,-4.693718064474951,0.6034461203453048,1.0
1.0,-5.794726994304004,-1.4381098597312878,1.0
1.0,-6.854324011091464,-0.14113905911114885,1.0
1.0,-4.757410939721346,1.1238406634596567,1.0
1.0,-6.069149204284926,0.39756848983965015,1.0
1.0,-4.409127935347058,-0.2670083772537888,1.0
1.0,-3.971307723673042,0.8762469651265239,1.0
1.0,-5.5499220691750075,0.5238953035191857,1.0
1.0,-3.961434944608463,-0.24497502319291534,1.0
1.0,-5.250551138336688,-0.2886794766901645,1.0
1.0,-5.038798309022166,0.2040262700181481,1.0
1.0,-3.4771479413075825,0.7903872471755149,1.0
1.0,-3.8041974115245187,1.1033291546553496,1.0
1.0,-4.967604705720236,1.4396971916948225,1.0
1.0,-6.373345332911876,-0.35795179744268213,1.0
1.0,-5.27432546936306,-1.1846727978949783,1.0
1.0,-4.410508442473986,-0.9765896386811443,1.0
1.0,-4.837020931352496,1.0626985305862586,1.0
1.0,-5.382575164631541,2.0194973013240722,1.0
1.0,-5.405957346252321,-0.5027526764114579,1.0
1.0,-4.571829260145018,-0.743829342862321,1.0
1.0,-4.702644685767102,-0.45003723693278963,1.0
1.0,-4.4407802698259164,-1.5695122370538925,1.0
1.0,-6.316445242081147,0.28940436651772167,1.0
1.0,-6.408489285206741,0.3838538652625525,1.0
1.0,-4.930653973339754,0.8450964995653631,1.0
1.0,-5.748763653291168,0.07421660218067319,1.0
1.0,-4.782451276042454,0.8894878629254467,1.0
1.0,-5.294380984447564,-0.024938522599733046,1.0
1.0,-7.491357100556819,-1.5584003523260315,1.0
1.0,-3.778261431741252,-0.8689049780547342,1.0
1.0,-5.646654875365129,0.6444521758211436,1.0
1.0,-5.55062046373144,0.7081107903793846,1.0
1.0,-5.336608178874934,-0.3945846379449532,1.0
1.0,-4.62765006244151,-0.8108900777367392,1.0
1.0,-4.88015198272307,-0.6136927198892438,1.0
1.0,-4.299064856719536,0.6256774162918418,1.0
1.0,-5.550721210947818,1.7839501330934504,1.0
1.0,-4.793768098965045,1.6836500297861852,1.0
1.0,-4.451124108571808,-0.6835501649513704,1.0
1.0,-3.9882271113188805,-0.22574388721425048,1.0
1.0,-5.337454160236285,0.4348943844081795,1.0
1.0,-6.374047018331104,-0.3125879982352655,1.0
1.0,-4.30206309800034,-0.24882919978551524,1.0
1.0,-6.541388086533944,-1.7758639151613376,1.0
1.0,-4.4935171389515,0.158302763640302,1.0
1.0,-3.0906122857203098,0.12220081244647345,1.0
1.0,-5.872822015191211,-1.7194188717531584,1.0
1.0,-5.726851068939556,-0.19113297944481084,1.0
1.0,-4.437525817809444,1.8844672009396446,1.0
1.0,-4.475460717408464,2.568341307838399,1.0
1.0,-3.243025379756315,-1.3850225080933873,1.0
1.0,-4.862793643879583,-1.244375120515231,1.0
1.0,-4.96994253658423,-0.1888621066537099,1.0
1.0,-5.450563516098771,0.08182547208283585,1.0
1.0,-6.002585158284374,-0.001403969531607409,1.0
1.0,-6.146918676317373,0.7765526342387428,1.0
1.0,-5.063064154974522,-0.8039585231233579,1.0
1.0,-7.036109704774699,-0.526046321832283,1.0
1.0,-3.6621924536516968,-1.8173236091454719,1.0
1.0,-4.427196801265707,0.14741140975618058,1.0
1.0,-4.512295548643199,-0.4298178713707638,1.0
