x0,x1,x2,label
1.0,-4.067228362728327,-0.07741118789706736,1.0
1.0,-6.228125043868261,1.2490976484268257,1.0
1.0,-4.153455583498586,-0.3272667787750264,1.0
1.0,-6.955053945715142,0.6505868762297824,1.0
1.0,-3.615198521504107,0.6813415754923057,1.0
1.0,-3.681855364292419,2.1448266666646036,1.0
1.0,-5.796108624510965,-0.19160258450577342,1.0
1.0,-4.593206477311642,1.3175929416571388,1.0
1.0,-5.224686704148807,0.04682283376745122,1.0
1.0,-5.627495757632733,-0.7548715191291713,1.0
1.0,-5.946274216129382,0.4286719726181229,1.0
1.0,-3.7737648513819364,-0.3199159385195566,1.0
1.0,-4.578054200878434,0.5524414968069075,1.0
1.0,-5.733443008399555,0.16323864324103038,1.0
1.0,-4.485875191898837,0.4787898004403016,1.0
1.0,-5.9689303708279144,-0.5775144644294619,1.0
1.0,-4.98800592258221,0.7288164877815255,1.0
1.0,-4.627547414328669,-0.6610083165893206,1.0
1.0,-4.532882960072199,-0.5714240477696735,1.0
1.0,-6.165979275360907,2.0539333319983184,1.0
1.0,-4.692662772834749,-0.04321274848267747,1.0
1.0,-5.380926079131127,0.44023288346717243,1.0
1.0,-5.1623115931894,-0.7173353948187207,1.0
1.0,-5.153946029734174,-1.6865817362266031,1.0
1.0,-4.537079944370315,-2.4698001635107305,1.0
1.0,-2.98730365234106,-0.20376337640389874,1.0
1.0,-6.0462740612054695,0.46801262867166343,1.0
1.0,-5.440296983565749,-2.0041567260745956,1.0
1.0,-6.589682291396793,-0.31810275486704187,1.0
1.0,-4.700496056350057,0.5039677758946397,1.0
1.0,-4.056223585896404,-1.396477485164544,1.0
1.0,-5.141546743210189,-0.12759119890080678,1.0
1.0,-4.479327376688506,-0.8015685951523952,1.0
1.0,-6.124352518867267,-0.5869502690071537,1.0
1.0,-5.422355147559728,1.445109598381066,1.0
1.0,-5.210760195221934,-1.012636121975031,1.0
1.0,-5.020587009875424,-1.2459375487722342,1.0
1.0,-5.8024402188368605,0.08783429559617732,1.0
1.0,-5.678646586999082,-2.2912992932671266,1.0
1.0,-6.905220459743325,0.2581488986952632,1.0
1.0,-5.862085403353873,-1.7471783834502148,1.0
1.0,-6.318273559674177,-0.7458216262530187,1.0
1.0,-3.8322723259002727,0.3536722628493776,1.0
1.0,-5.013363788779653,-1.948231830875834,1.0
1.0,-5.327551570092583,1.3087693667925484,1.0
1.0,-4.0454394393710285,-1.8438597379705368,1.0
1.0,-5.17849813593086,-1.6386389755502948,1.0
1.0,-5.977686308895065,0.2278752648655505,1.0
1.0,-6.274219246948439,-1.9903514264247197,1.0
1.0,-5.825044154028844,0.20940570890198462,1.0
1.0,-5.103969101379289,-0.8852608670450964,1.0
1.0,-5.3803857219362765,-0.485911567158131,1.0
1.0,-6.252356287287011,1.4648925647558928,1.0
1.0,-4.892245233936953,-1.9494931697377225,1.0
1.0,-6.100625089332178,0.7358027971001434,1.0
1.0,-6.970980007439708,0.2832452521959121,1.0
1.0,-5.74181638549179,-0.8661328486743681,1.0
1.0,-5.1674323483368845,-0.8765418412419672,1.0
1.0,-4.34963316604569,-0.8951630908430586,1.0
1.0,-3.9937497420879566,0.19856952494676128,1.0
1.0,-5.61952226457663,-0.9334524970132378,1.0
1.0,-4.550531630053643,0.5289754292106762,1.0
1.0,-5.7084168065395575,-1.120608444708139,1.0
1.0,-5.983810764061801,-0.35131706538242513,1.0
1.0,-5.126037376153158,-0.5792497607314906,1.0
1.0,-4.380538420292093,0.22449147839301595,1.0
1.0,-5.086838952770463,0.09924155854349329,1.0
1.0,-4.137754397091727,-0.16915441170995524,1.0
1.0,-5.350480025995773,-0.30839849719739715,1.0
1.0,-3.944787624738754,-1.7424265496644589,1.0
1.0,-7.138791572575252,1.699502172599856,1.0
1.0,-4.522601596760249,-0.7458279059230535,1.0
1.0,-4.7917008723444985,2.0982118810041595,1.0
1.0,-5.406064577233333,2.032377518463446,1.0
1.0,-4.57255756083149,0.284118733604402,1.0
1.0,-3.818516203549793,1.015385523352808,1.0
1.0,-4.15263528530886,0.5951316544264327,1.0
1.0,-4.658425365458792,-0.7786004631728561,1.0
1.0,-3.588370178075343,0.5265005506045433,1.0
1.0,-5.484940112124608,-1.3156219414373118,1.0
1.0,-4.470700341822386,0.02180118262606191,1.0
1.0,-3.8427373979897537,-0.625429387980181,1.0
1.0,-5.468471235224287,-1.7875432362823152,1.0
1.0,-5.601214037592591,0.7947639281825968,1.0
1.0,-2.8039183300446453,-1.7946848316482615,1.0
